provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
Premier Pharmacy Care,760 Michaela Dr,,North Little Rock,Pulaski,AR,72117,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,,24,24.0,2022-02-03T00:00:00.000,POINT (-92.140372 34.734066),1558764159.0
FIVE RIVERS MED CENTER,2801 MEDICAL CENTER DR,,Pocahontas,Randolph,AR,72455,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,24.0,2022-02-04T00:00:00.000,POINT (-90.996348 36.289922),
WEST SIDE PHARMACY,620 W South St,,Benton,Saline,AR,72015,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,23.0,2022-02-02T00:00:00.000,POINT (-92.593674 34.563662),
MERCY COVID CLINIC FORT SMITH,7301 Rogers Ave,,Fort Smith,Sebastian,AR,72903,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,19.0,2022-02-04T00:00:00.000,POINT (-94.353957 35.354072),
De Queen Health and Wellness,1357 W Collin Raye Drive,,De Queen,Sevier,AR,71832,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-01-14T00:00:00.000,48,24.0,2022-02-03T00:00:00.000,POINT (-94.357178 34.046177),
WASHINGTON REGIONAL MED. CNTR.,3215 N NORTHHILLS BLVD,,Fayetteville,Washington,AR,72703,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-01-19T00:00:00.000,168,148.0,2022-02-04T00:00:00.000,POINT (-94.157859 36.11091),
HIGHLANDS ONCOLOGY- PARKWAY,3901 PARKWAY CIR,100,Springdale,Washington,AR,72762,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-01-19T00:00:00.000,288,157.0,2022-01-26T00:00:00.000,,
Advanced Care Hospital,1200 South Main Street,,Searcy,White,AR,72143,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,19.0,2022-02-04T00:00:00.000,POINT (-91.732412 35.233805),
LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,,Pago Pago,American Samoa,AS,96799,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-20T00:00:00.000,96,,,,
Chinle Comprehensive Healthcare,Hwy 191 and Hospital Road,,Chinle,Apache,AZ,86503,0310-7442-02,Evusheld,2021-12-30T00:00:00.000,2022-01-07T00:00:00.000,48,48.0,2022-02-04T00:00:00.000,,
FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,,Fort Defiance,Apache,AZ,86504,0310-7442-02,Evusheld,2022-01-18T00:00:00.000,2022-01-21T00:00:00.000,24,24.0,2022-01-25T00:00:00.000,,
FOUR CORNERS REGIONAL HEALTH CENTER,US Hwy 160 and Navajo Rte 35,,Red Mesa,Apache,AZ,86514,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,24,,,,
Tsaile Health Center,23 HIGHWAY 64 and 12,,Tsaile,Apache,AZ,86556,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-27T00:00:00.000,24,,,,
TUBA CITY REG HEALTH CARE CENTER,3008 EAST BIRCH AVE,,Tuba City,Coconino,AZ,86045,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,48,48.0,2022-02-03T00:00:00.000,,
San Carlos Healthcare Corporation,103 Medicine Way RD,,Peridot,Gila,AZ,85542,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-01T00:00:00.000,48,36.0,2022-02-01T00:00:00.000,,
Parker Indian Health Center,12033 Agency Road,,Parker,La Paz,AZ,85344,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-02-03T00:00:00.000,POINT (-114.30135 34.146493),
CHANDLER REGIONAL MEDICAL CENTER,1955 W. Frye Road,,Chandler,Maricopa,AZ,85224,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,816,,,POINT (-111.873507 33.298691),
BANNER THUNDERBIRD MEDICAL CENTER,5555 W THUNDERBIRD RD,C/O FAMILY OUTPATIENT PHARMACY,Glendale,Maricopa,AZ,85306,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,960,,,POINT (-112.179439 33.610734),
SOUTHWELLNESS MEDICAL,10599 N TATUM BLVD,SUITE F151,Paradise Valley,Maricopa,AZ,85253,0310-7442-02,Evusheld,2021-12-23T00:00:00.000,2021-12-28T00:00:00.000,120,93.0,2022-02-02T00:00:00.000,POINT (-111.977795 33.582143),
Banner UMC Phoenix Medical Center,1111 E. McDowell Rd,Attn: Inpatient Pharmacy,Phoenix,Maricopa,AZ,85006,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-02-02T00:00:00.000,432,,,POINT (-112.058056 33.465724),
Phoenix Indian Medical Center,4212 N. 16th Street,,Phoenix,Maricopa,AZ,85016,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,96,61.0,2022-02-03T00:00:00.000,POINT (-112.047612 33.497163),
ST. JOSEPHS HOSPITAL AND MEDICAL C,350 W Thomas Rd.,,Phoenix,Maricopa,AZ,85013,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,816,683.0,2022-02-02T00:00:00.000,POINT (-112.079431 33.480298),
"V22 644 Phoenix, AZ",650 E INDIAN SCHOOL ROAD,Inaptient Pharmacy 119A,Phoenix,Maricopa,AZ,85012,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,,,POINT (-112.066252 33.494747),
MAYO CLINIC PHOENIX,13400 E Shea Blvd,ATTN: PHARMACY SUITE 1-136E,Scottsdale,Maricopa,AZ,85259,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,792,607.0,2022-02-04T00:00:00.000,POINT (-111.790095 33.582481),1154392231.0
Osborn Infusion,7400 E Osborn Rd,,Scottsdale,Maricopa,AZ,85251,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,288,609.0,2022-02-02T00:00:00.000,POINT (-111.922944 33.48764),
Salt River Integrated Health Care,10005 E Osborn Rd,Bldg 61,Scottsdale,Maricopa,AZ,85256,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-01-31T00:00:00.000,POINT (-111.864431 33.487763),
Scottsdale Osborn Medical Center,7400 E. OSBORN RD.,ATTN: PHARMACY,Scottsdale,Maricopa,AZ,85251,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,336,,,POINT (-111.922944 33.48764),
BANNER FAMILY PHARMACY-BOSWELL,10401 W THUNDERBIRD RD,STE 100,Sun City,Maricopa,AZ,85351,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,864,,,,
Southwest Kidney Institute,2710 S Roosevelt Street,,Tempe,Maricopa,AZ,85282,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,384,,,POINT (-111.947798 33.399825),1801493705.0
KINGMAN REGIONAL MEDICAL CENTER,3269 N STOCKTON HILL RD,INPATIENT HOSPITAL,Kingman,Mohave,AZ,86409,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,816,480.0,2022-01-21T00:00:00.000,POINT (-114.035814 35.219919),
Peach Springs Health Station,943 Hualapai Way,,Peach Springs,Mohave,AZ,86434,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,14.0,2022-01-24T00:00:00.000,POINT (-113.419843 35.538033),
PINON HEALTH CENTER,2175 State Road 4,,Pinon,Navajo,AZ,86510,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-27T00:00:00.000,24,,,,
Hopi Health Care Center,HWY 264 MP 388,,Polacca,Navajo,AZ,86042,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,,24,6.0,2022-01-14T00:00:00.000,,
Whiteriver Indian Hospital,200 West Hospital Drive,,Whiteriver,Navajo,AZ,85941,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-01T00:00:00.000,96,24.0,2022-02-01T00:00:00.000,POINT (-109.959764 33.875935),
Arizona Liver Health,1601 N Swan Rd,,Tucson,Pima,AZ,85712,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,360,297.0,2022-02-02T00:00:00.000,POINT (-110.892634 32.241877),1619189800.0
DESERT LIFE PHARMACY,63675 E SADDLEBROOKE BLVD SUITE S,,Tucson,Pima,AZ,85739,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-02-02T00:00:00.000,432,,,POINT (-110.887128 32.535902),1619529476.0
TUCSON MEDICAL CENTER,5301 E GRANT RD,,Tucson,Pima,AZ,85712,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-01-25T00:00:00.000,528,,,POINT (-110.880223 32.25075),1750322210.0
"V22 678 Tucson, AZ",3601 S. 6TH AVENUE,"B57, Basement, Inpatient Pharmacy",Tucson,Pima,AZ,85723,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,,,POINT (-110.96828 32.181307),
HU HU KAM MEMORIAL HOSPITAL,483 W SEED FARM RD,,Sacaton,Pinal,AZ,85147,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-01-25T00:00:00.000,48,36.0,2022-02-02T00:00:00.000,POINT (-111.759025 33.074121),
YUMA REGIONAL MED CENTER-INPATIENT,2400 S AVE A,C/O INPATIENT PHARMACY,Yuma,Yuma,AZ,85364,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,504,504.0,2022-02-03T00:00:00.000,POINT (-114.633238 32.683899),1194706655.0
KAISER PERM FREMONT MEDICAL CENTER,39400 PASEO PADRE PKWY,Niles Pharmacy,Fremont,Alameda,CA,94538,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-18T00:00:00.000,24,24.0,2022-01-25T00:00:00.000,POINT (-121.975675 37.550864),
ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE ATTN,INPATIENT PHARMACY,Oakland,Alameda,CA,94609,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,120,,,POINT (-122.263661 37.820848),
Highland Hospital,1411 East 31st Street,,Oakland,Alameda,CA,94602,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,504,306.0,2022-02-04T00:00:00.000,POINT (-122.231125 37.79922),
UCSF BENIOFF CHILDRENS HOSPITAL OA,747 52nd Street,,Oakland,Alameda,CA,94609,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,24,22.0,2022-02-04T00:00:00.000,POINT (-122.267901 37.837309),1588833347.0
Stanford Health Care Valleycare,5555 West Las Positas Blvd,,Pleasanton,Alameda,CA,94588,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,72,95.0,2022-02-03T00:00:00.000,POINT (-121.880027 37.692133),
KAISER FDN HOSPITAL - SAN LEANDRO,2500 Merced Street,SLN Discharge Pharmacy - 1st floor,San Leandro,Alameda,CA,94577,0310-7442-02,Evusheld,2022-01-21T00:00:00.000,2022-01-26T00:00:00.000,72,24.0,2022-01-21T00:00:00.000,POINT (-122.169447 37.706524),
ENLOE MEDICAL CENTER,1531 Esplanade,,Chico,Butte,CA,95926,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-13T00:00:00.000,240,232.0,2022-02-04T00:00:00.000,POINT (-121.849291 39.742509),
Contra Costa Reg Med Center,2500 Alhambra Ave (CCRMC hospital),Inpatient Pharmacy,Martinez,Contra Costa,CA,94553,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-13T00:00:00.000,96,91.0,2022-02-02T00:00:00.000,POINT (-122.130891 38.006467),
INFECTIOUS DISEASE DOCTORS MEDICAL,365 Lennon Lane Ste 200,,Walnut Creek,Contra Costa,CA,94598,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,600,255.0,2022-01-14T00:00:00.000,POINT (-122.030096 37.927866),1134145055.0
JOHN MUIR MEDICAL CENTER WALNUT CRE,1601 YGNACIO VALLEY RD ATTN,PHARMACY DEPARTMENT,Walnut Creek,Contra Costa,CA,94598,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,96,96.0,2022-02-01T00:00:00.000,POINT (-122.04357 37.913222),1043368012.0
KAISER PERMANENTE- WALNUT CREEK,1425 S MAIN ST,DEPT PHARMACY,Walnut Creek,Contra Costa,CA,94596,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,,72,,,POINT (-122.057943 37.891512),
SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,INPATIENT PHARMACY,Crescent City,Del Norte,CA,95531,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,48,,,POINT (-124.194244 41.772699),1457367062.0
DEPARTMENT OF STATE HOSPITALS - COA,24511 W JAYNE AVE,,Coalinga,Fresno,CA,93210,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-21T00:00:00.000,48,48.0,2022-02-03T00:00:00.000,,
COMMUNITY REGIONAL MEDICAL CENTER,2823 Fresno Street,PHARMACY DEPT,Fresno,Fresno,CA,93715,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,648,288.0,2022-01-24T00:00:00.000,POINT (-119.782839 36.742712),
SAINT AGNES MEDICAL CENTER,1303 East Herndon Ave,,Fresno,Fresno,CA,93720,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,600,,2022-02-04T00:00:00.000,POINT (-119.765891 36.837102),
ST. JOSEPH HOSPITAL,2700 DOLBEER ST PHARMACY SERVICES,,Eureka,Humboldt,CA,95501,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,96,72.0,2022-01-18T00:00:00.000,POINT (-124.142039 40.783103),
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,Imperial,CA,92227,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,96,95.0,2022-02-03T00:00:00.000,POINT (-115.554051 32.95995),1073519443.0
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,,El Centro,Imperial,CA,92243,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,120,57.0,2022-02-03T00:00:00.000,POINT (-115.56862 32.781498),1861409823.0
Kern County Hospital Authority,1111 Columbus St.,,Bakersfield,Kern,CA,93305,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,2064,2056.0,2022-02-03T00:00:00.000,POINT (-118.982482 35.397445),1427176569.0
NORTH LAKE MEDICAL PHARMACY #2,347 Lakeport Blvd,,Lakeport,Lake,CA,95453,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2022-01-07T00:00:00.000,24,24.0,2022-01-07T00:00:00.000,POINT (-122.917929 39.034641),1376577023.0
KAISER SC - BALDWIN PARK MEDICAL CE,1011 BALDWIN PARK BLVD.,MOB 1 PHCY 552,Baldwin Park,Los Angeles,CA,91706,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,432,478.0,2022-02-03T00:00:00.000,POINT (-117.984617 34.064672),
Prov St Josephs HC Disney FCC,501 S. Buena Vista St,Main Pharmacy,Burbank,Los Angeles,CA,91505,0310-7442-02,Evusheld,2022-01-02T00:00:00.000,2021-12-21T00:00:00.000,480,213.0,2022-01-28T00:00:00.000,POINT (-118.327825 34.157613),
KAISER SC - DOWNEY MEDICAL CENTER,9353 IMPERIAL HWY 1ST FLOOR,,Downey,Los Angeles,CA,90242,0310-7442-02,Evusheld,2022-01-21T00:00:00.000,2022-01-26T00:00:00.000,984,924.0,2022-02-03T00:00:00.000,POINT (-118.128571 33.9171),
CITY OF HOPE NATIONAL MEDICAL CENTE,1500 DUARTE RD,,Duarte,Los Angeles,CA,91010,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,1728,1479.0,2022-02-04T00:00:00.000,POINT (-117.970933 34.132227),
KAISER PERMANENTE- SOUTH BAY,25965 SOUTH NORMANDIE AVe,NORMANDIE NORTH PHARM DEPT 24HR,Harbor City,Los Angeles,CA,90710,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,432,456.0,2022-02-02T00:00:00.000,POINT (-118.297471 33.787562),
CENTINELA HOSPITAL MEDICAL CENTER,555 East Hardy St,,Inglewood,Los Angeles,CA,90301,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,72,49.0,2022-02-03T00:00:00.000,POINT (-118.347779 33.949085),1619064912.0
ANTELOPE VALLEY HOSPITAL,1600 W AVENUE J,ATTN: PHARMACY,Lancaster,Los Angeles,CA,93534,0310-7442-02,Evusheld,2021-12-17T00:00:00.000,2021-12-21T00:00:00.000,48,48.0,2022-02-03T00:00:00.000,POINT (-118.158677 34.689372),
MEMORIALCARE LONG BEACH MEDICAL CEN,2801 Atlantic Av,,Long Beach,Los Angeles,CA,90806,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-02T00:00:00.000,72,12.0,2022-02-02T00:00:00.000,POINT (-118.185097 33.807214),
ADVENTIST HEALTH WHITE MEMORIAL,1720 E. CESAR E CHAVEZ AVE ATTN,"TUNG NGUYEN, INPATIENT RX, ext 1536",Los Angeles,Los Angeles,CA,90033,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-13T00:00:00.000,120,59.0,2022-01-24T00:00:00.000,POINT (-118.217347 34.051079),1215927470.0
CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD S TOWER LOWER,LEVEL STE RM A841,Los Angeles,Los Angeles,CA,90048,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,1344,1246.0,2022-02-03T00:00:00.000,,
CHILDRENS HOSPITAL LOS ANGELES,4650 W Sunset Blvd,Inpatient Pharmacy (Room 1401),Los Angeles,Los Angeles,CA,90027,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,96,,,POINT (-118.290733 34.098146),
Dignity Health CA Hospital,1401 S Grand Ave,,Los Angeles,Los Angeles,CA,90015,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-13T00:00:00.000,96,72.0,2022-01-20T00:00:00.000,POINT (-118.265524 34.036963),
KECK HOSPITAL OF USC,1500 San Pablo Street,,Los Angeles,Los Angeles,CA,90033,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-20T00:00:00.000,1272,1137.0,2022-02-03T00:00:00.000,POINT (-118.203234 34.062168),
KP LA Medical Center,"4867 Sunset Blvd, 1st floor",OUTPATIENT PHARMACY,Los Angeles,Los Angeles,CA,90027,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,816,783.0,2022-02-03T00:00:00.000,POINT (-118.294863 34.098138),1336567783.0
